Price,Close,Close,High,High,Low,Low,Open,Open,Volume,Volume
Ticker,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT,AAPL,MSFT
Date,,,,,,,,,,
2025-07-21,212.23912048339844,509.2228698730469,215.53538252867688,511.24956741731427,211.39009321998003,504.7202620876888,211.8595616297783,505.8783619126309,51377400,14066800
2025-07-22,214.15695190429688,504.44073486328125,214.7063314773177,510.3610256433726,211.9894136266437,504.44073486328125,212.89838571641525,510.13139215337156,46404100,13868600
2025-07-23,213.9072265625,505.0397644042969,214.90609293027538,505.95826791167354,212.1692088371252,499.87826643817476,214.75626907170553,505.9183250285286,46989300,16396600
2025-07-24,213.51766967773438,510.0415344238281,215.44548969662856,512.826933461713,213.28793468034502,506.4673929575042,213.65751035981805,507.93498157135946,46022600,16107000
2025-07-25,213.63754272460938,512.866943359375,214.9960015887686,517.4393829887753,213.15807589620647,509.52240467312413,214.45660521718813,511.6289272082179,40268800,19125700
2025-07-28,213.80735778808594,511.65887451171875,214.60645396318566,514.1547714605564,212.81847455673218,509.2827757416266,213.78737619229818,513.2362984451797,37858000,14308000
2025-07-29,211.03050231933594,511.728759765625,214.5664825639156,516.7704593446111,210.58101550100253,510.7204076628311,213.93719187335407,514.6839236482208,51411700,16469200
2025-07-30,208.81301879882812,512.3976440429688,212.14922883427738,515.1032182392812,207.48452469073794,508.6038929137552,211.65977882345743,514.3244691518986,45512500,26380400
2025-07-31,207.33470153808594,532.6243896484375,209.60211724381097,554.5383762548963,206.92516266487007,531.0270400328567,208.25365677749065,554.3187056451394,80698400,51617300
2025-08-01,202.1505889892578,523.2498168945312,213.33788973606855,534.9206337229102,201.27158167093614,520.0051507892547,210.63095505795985,534.1219588686084,104434500,28977600
2025-08-04,203.11949157714844,534.7609252929688,207.64435521756303,537.3666271513684,201.4513712516652,527.2632409127965,204.27816503495924,527.4030257699867,75109300,25349000
2025-08-05,202.68995666503906,526.8838500976562,205.1072113881769,536.4181643311854,201.93082373064988,526.374677366439,203.1694082424696,536.2983661514853,44155100,19171600
2025-08-06,213.0082550048828,524.0784912109375,215.1358452662651,530.8274067099719,205.35693489516686,523.1700114791388,205.39689808550258,530.0287318260303,108483100,21355700
2025-08-07,219.7805633544922,519.9852294921875,220.59964108330854,527.2233308658066,216.33447747046458,516.7005900083886,218.63187314031333,525.9354090023164,90224800,16079100
2025-08-08,229.0900115966797,521.1832275390625,230.73813503605493,523.7989228282858,219.00145500716468,518.5575389118288,220.57966572513484,521.7423060527517,113854000,15531000
2025-08-11,227.17999267578125,520.9136962890625,229.55999755859375,526.7241518809952,224.75999450683594,518.8670119786243,227.9199981689453,521.4427947726738,61806100,20194400
2025-08-12,229.64999389648438,528.3713989257812,230.8000030517578,530.1085334795151,227.07000732421875,521.8421543429575,228.00999450683594,522.8904188907295,55626200,18667000
2025-08-13,233.3300018310547,519.7256469726562,235.0,531.825750889051,230.42999267578125,518.5176108745642,231.07000732421875,531.236692379076,69878500,19619200
2025-08-14,232.77999877929688,521.6224975585938,235.1199951171875,525.0868343553949,230.85000610351562,519.2863720398742,234.05999755859375,521.7023833261101,51916300,20269100
2025-08-15,231.58999633789062,519.3162841796875,234.27999877929688,525.2365445998882,229.33999633789062,518.2281072023833,234.0,521.9120536418995,56038700,25213300
2025-08-18,230.88999938964844,516.2512817382812,233.1199951171875,521.9619254356152,230.11000061035156,513.176380682391,231.6999969482422,520.7339636806648,37476200,23760600
2025-08-19,230.55999755859375,508.933349609375,232.8699951171875,514.314487646487,229.35000610351562,507.7153506663982,231.27999877929688,514.1547770514178,39402600,21481000
2025-08-20,226.00999450683594,504.8900146484375,230.47000122070312,510.161347905157,225.77000427246094,503.6121166003689,229.97999572753906,509.0331975839143,42263900,27723000
2025-08-21,224.89999389648438,504.239990234375,226.52000427246094,507.6300048828125,223.77999877929688,502.7200012207031,226.27000427246094,503.69000244140625,30621200,18443300
2025-08-22,227.75999450683594,507.2300109863281,229.08999633789062,510.7300109863281,225.41000366210938,502.4100036621094,226.1699981689453,504.25,42477800,24324200
2025-08-25,227.16000366210938,504.260009765625,229.3000030517578,508.19000244140625,226.22999572753906,504.1199951171875,226.47999572753906,506.6300048828125,30983100,21638600
2025-08-26,229.30999755859375,502.0400085449219,229.49000549316406,504.9800109863281,224.69000244140625,498.510009765625,226.8699951171875,504.3599853515625,54575100,30835700
2025-08-27,230.49000549316406,506.739990234375,230.89999389648438,507.2900085449219,228.25999450683594,499.8999938964844,228.61000061035156,502.0,31259500,17277900
2025-08-28,232.55999755859375,509.6400146484375,233.41000366210938,511.0899963378906,229.33999633789062,505.5,230.82000732421875,507.0899963378906,38074700,18015600
2025-08-29,232.13999938964844,506.69000244140625,233.3800048828125,509.6000061035156,231.3699951171875,504.489990234375,232.50999450683594,508.6600036621094,39418400,20961600
2025-09-02,229.72000122070312,505.1199951171875,230.85000610351562,506.0,226.97000122070312,496.80999755859375,229.25,500.4700012207031,44075600,18128000
2025-09-03,238.47000122070312,505.3500061035156,238.85000610351562,507.7900085449219,234.36000061035156,502.32000732421875,237.2100067138672,503.7900085449219,66427800,16345100
2025-09-04,239.77999877929688,507.9700012207031,239.89999389648438,508.1499938964844,236.74000549316406,503.1499938964844,238.4499969482422,504.29998779296875,47549400,15509500
2025-09-05,239.69000244140625,495.0,241.32000732421875,511.9700012207031,238.49000549316406,492.3699951171875,240.0,509.07000732421875,54870400,31994800
2025-09-08,237.8800048828125,498.20001220703125,240.14999389648438,501.20001220703125,236.33999633789062,495.0299987792969,239.3000030517578,498.1099853515625,48999500,16771000
2025-09-09,234.35000610351562,498.4100036621094,238.77999877929688,502.25,233.36000061035156,497.70001220703125,237.0,501.42999267578125,66313900,14410500
2025-09-10,226.7899932861328,500.3699951171875,232.4199981689453,503.2300109863281,225.9499969482422,496.7200012207031,232.19000244140625,502.9800109863281,83440800,21611800
2025-09-11,230.02999877929688,501.010009765625,230.4499969482422,503.1700134277344,226.64999389648438,497.8800048828125,226.8800048828125,502.25,50208600,18881600
2025-09-12,234.07000732421875,509.8999938964844,234.50999450683594,512.5499877929688,229.02000427246094,503.8500061035156,229.22000122070312,506.6499938964844,55824200,23624900
2025-09-15,236.6999969482422,515.3599853515625,238.19000244140625,515.469970703125,235.02999877929688,507.0,237.0,508.7900085449219,42699500,17143800
2025-09-16,238.14999389648438,509.0400085449219,241.22000122070312,517.22998046875,236.32000732421875,508.6000061035156,237.17999267578125,516.8800048828125,63421100,19711900
2025-09-17,238.99000549316406,510.0199890136719,240.10000610351562,511.2900085449219,237.72999572753906,505.92999267578125,238.97000122070312,510.6199951171875,46508000,15816600
2025-09-18,237.8800048828125,508.45001220703125,241.1999969482422,513.0700073242188,236.64999389648438,507.6600036621094,239.97000122070312,511.489990234375,44249600,18913700
2025-09-19,245.5,517.9299926757812,246.3000030517578,519.2999877929688,240.2100067138672,510.30999755859375,241.22999572753906,510.55999755859375,163741300,52474100
2025-09-22,256.0799865722656,514.4500122070312,256.6400146484375,517.739990234375,248.1199951171875,512.5399780273438,248.3000030517578,515.5900268554688,105517400,20009300
2025-09-23,254.42999267578125,509.2300109863281,257.3399963378906,514.5900268554688,253.5800018310547,507.30999755859375,255.8800048828125,513.7999877929688,60275200,19799600
2025-09-24,252.30999755859375,510.1499938964844,255.74000549316406,512.47998046875,251.0399932861328,506.9200134277344,255.22000122070312,510.3800048828125,42303700,13533700
2025-09-25,256.8699951171875,507.0299987792969,257.1700134277344,510.010009765625,251.7100067138672,505.0400085449219,253.2100067138672,508.29998779296875,55202100,15786500
2025-09-26,255.4600067138672,511.4599914550781,257.6000061035156,513.9400024414062,253.77999877929688,506.6199951171875,254.10000610351562,510.05999755859375,46076300,16213100
2025-09-29,254.42999267578125,514.5999755859375,255.0,516.8499755859375,253.00999450683594,508.8800048828125,254.55999755859375,511.5,40127700,17617800
2025-09-30,254.6300048828125,517.9500122070312,255.9199981689453,518.1599731445312,253.11000061035156,509.6600036621094,254.86000061035156,513.239990234375,37704300,19728200
2025-10-01,255.4499969482422,519.7100219726562,258.7900085449219,520.510009765625,254.92999267578125,511.69000244140625,255.0399932861328,514.7999877929688,48713900,22632300
2025-10-02,257.1300048828125,515.739990234375,258.17999267578125,521.5999755859375,254.14999389648438,510.67999267578125,256.5799865722656,517.6400146484375,42630200,21222900
2025-10-03,258.0199890136719,517.3499755859375,259.239990234375,520.489990234375,253.9499969482422,515.0,254.6699981689453,517.0999755859375,49155600,15112300
2025-10-06,256.69000244140625,528.5700073242188,259.07000732421875,531.030029296875,255.0500030517578,518.2000122070312,257.989990234375,518.6099853515625,44664100,21388600
2025-10-07,256.4800109863281,523.97998046875,257.3999938964844,529.7999877929688,255.42999267578125,521.4400024414062,256.80999755859375,528.2899780273438,31955800,14615200
2025-10-08,258.05999755859375,524.8499755859375,258.5199890136719,526.9500122070312,256.1099853515625,523.0900268554688,256.5199890136719,523.280029296875,36496900,13363400
2025-10-09,254.0399932861328,522.4000244140625,258.0,524.3300170898438,253.13999938964844,517.4000244140625,257.80999755859375,522.3400268554688,38322000,18343600
2025-10-10,245.27000427246094,510.9599914550781,256.3800048828125,523.5800170898438,244.0,509.6300048828125,254.94000244140625,519.6400146484375,61999100,24133800
2025-10-13,247.66000366210938,514.0499877929688,249.69000244140625,516.4099731445312,245.55999755859375,511.67999267578125,249.3800048828125,516.4099731445312,38142900,14284200
2025-10-14,247.77000427246094,513.5700073242188,248.85000610351562,515.280029296875,244.6999969482422,506.0,246.60000610351562,510.2300109863281,35478000,14684300
2025-10-15,249.33999633789062,513.4299926757812,251.82000732421875,517.1900024414062,247.47000122070312,510.0,249.49000549316406,514.9600219726562,33893600,14694700
2025-10-16,247.4499969482422,511.6099853515625,249.0399932861328,516.8499755859375,245.1300048828125,508.1300048828125,248.25,512.5800170898438,39777000,15559600
2025-10-17,252.2899932861328,513.5800170898438,253.3800048828125,515.47998046875,247.27000427246094,507.30999755859375,248.02000427246094,509.0400085449219,49147000,19867800
2025-10-20,262.239990234375,516.7899780273438,264.3800048828125,518.7000122070312,255.6300048828125,513.4299926757812,255.88999938964844,514.6099853515625,90483000,14665600
2025-10-21,262.7699890136719,517.6599731445312,265.2900085449219,518.6900024414062,261.8299865722656,513.0399780273438,261.8800048828125,517.5,46695900,15586200
2025-10-22,258.45001220703125,520.5399780273438,262.8500061035156,525.22998046875,255.42999267578125,517.7100219726562,262.6499938964844,521.1500244140625,45015300,18962700
2025-10-23,259.5799865722656,520.5599975585938,260.6199951171875,523.9500122070312,258.010009765625,518.6099853515625,259.94000244140625,522.4600219726562,32754900,14023500
2025-10-24,262.82000732421875,523.6099853515625,264.1300048828125,525.3499755859375,259.17999267578125,520.7100219726562,261.19000244140625,522.7899780273438,38253700,15532400
2025-10-27,268.80999755859375,531.52001953125,269.1199951171875,534.5800170898438,264.6499938964844,529.010009765625,264.8800048828125,531.780029296875,44888200,18734700
2025-10-28,269.0,542.0700073242188,269.8900146484375,553.719970703125,268.1499938964844,540.77001953125,268.989990234375,550.0,41534800,29986700
2025-10-29,269.70001220703125,541.5499877929688,271.4100036621094,546.27001953125,267.1099853515625,536.72998046875,269.2799987792969,544.9400024414062,51086700,36023000
2025-10-30,271.3999938964844,525.760009765625,274.1400146484375,534.969970703125,268.4800109863281,522.1199951171875,271.989990234375,530.47998046875,69886500,41023100
2025-10-31,270.3699951171875,517.8099975585938,277.32000732421875,529.3200073242188,269.1600036621094,515.0999755859375,276.989990234375,528.8800048828125,86167100,34006400
2025-11-03,269.04998779296875,517.030029296875,270.8500061035156,524.9600219726562,266.25,514.5900268554688,270.4200134277344,519.8099975585938,50194600,22374700
2025-11-04,270.0400085449219,514.3300170898438,271.489990234375,515.5499877929688,267.6199951171875,507.8399963378906,268.3299865722656,511.760009765625,49274800,20958700
